age,stat_time_day,cpc,impressions,clicks,spend,conversion,conversion_rate,ctr,cpm,cost_per_conversion,shopping,shopping_sigla
AGE_55_100,2025-09-29 00:00:00,0.0,1988,0,4.03,0,0.0,0.0,2.03,0.0,Nacoes Shopping,NS
NONE,2025-09-30 00:00:00,0.0,0,0,0.01,0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-09-30 00:00:00,0.0,6458,0,15.91,0,0.0,0.0,2.46,0.0,Nacoes Shopping,NS
AGE_25_34,2025-09-30 00:00:00,0.0,4344,0,11.63,0,0.0,0.0,2.68,0.0,Nacoes Shopping,NS
AGE_35_44,2025-09-30 00:00:00,0.0,2074,0,5.31,0,0.0,0.0,2.56,0.0,Nacoes Shopping,NS
AGE_45_54,2025-09-30 00:00:00,0.0,1735,0,4.45,0,0.0,0.0,2.56,0.0,Nacoes Shopping,NS
AGE_55_100,2025-09-30 00:00:00,0.0,1973,0,4.25,0,0.0,0.0,2.15,0.0,Nacoes Shopping,NS
NONE,2025-10-01 00:00:00,0.0,1,0,0.01,0,0.0,0.0,10.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-01 00:00:00,0.0,7096,0,14.44,0,0.0,0.0,2.03,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-01 00:00:00,0.0,5860,0,13.46,0,0.0,0.0,2.3,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-01 00:00:00,0.0,2718,0,6.08,0,0.0,0.0,2.24,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-01 00:00:00,0.0,1807,0,3.45,0,0.0,0.0,1.91,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-01 00:00:00,0.0,1639,0,2.75,0,0.0,0.0,1.68,0.0,Nacoes Shopping,NS
NONE,2025-10-02 00:00:00,0.0,2,0,0.01,0,0.0,0.0,5.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-02 00:00:00,0.0,6490,0,13.99,0,0.0,0.0,2.16,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-02 00:00:00,0.0,5722,0,13.75,0,0.0,0.0,2.4,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-02 00:00:00,0.0,2674,0,6.01,0,0.0,0.0,2.25,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-02 00:00:00,0.0,1899,0,3.66,0,0.0,0.0,1.93,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-02 00:00:00,0.0,1899,0,3.33,0,0.0,0.0,1.75,0.0,Nacoes Shopping,NS
NONE,2025-10-03 00:00:00,0.0,5,0,0.0,0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-03 00:00:00,0.0,7033,0,14.94,0,0.0,0.0,2.12,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-03 00:00:00,0.0,5388,0,11.74,0,0.0,0.0,2.18,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-03 00:00:00,0.0,2505,0,5.8,0,0.0,0.0,2.32,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-03 00:00:00,0.0,2086,0,4.06,0,0.0,0.0,1.95,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-03 00:00:00,0.0,2323,0,4.29,0,0.0,0.0,1.85,0.0,Nacoes Shopping,NS
NONE,2025-10-04 00:00:00,0.0,2,0,0.02,0,0.0,0.0,10.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-04 00:00:00,0.0,7351,0,14.1,0,0.0,0.0,1.92,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-04 00:00:00,0.0,5230,0,11.26,0,0.0,0.0,2.15,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-04 00:00:00,0.0,2452,0,5.11,0,0.0,0.0,2.08,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-04 00:00:00,0.0,2039,0,3.8,0,0.0,0.0,1.86,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-04 00:00:00,0.0,2268,0,4.18,0,0.0,0.0,1.84,0.0,Nacoes Shopping,NS
NONE,2025-10-05 00:00:00,0.0,5,0,0.01,0,0.0,0.0,2.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-05 00:00:00,0.0,7317,0,14.27,0,0.0,0.0,1.95,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-05 00:00:00,0.0,5452,0,11.33,0,0.0,0.0,2.08,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-05 00:00:00,0.0,2599,0,4.91,0,0.0,0.0,1.89,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-05 00:00:00,0.0,2022,0,3.7,0,0.0,0.0,1.83,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-05 00:00:00,0.0,1842,0,3.29,0,0.0,0.0,1.79,0.0,Nacoes Shopping,NS
NONE,2025-10-06 00:00:00,0.0,2,0,0.01,0,0.0,0.0,5.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-06 00:00:00,0.0,6614,0,14.31,0,0.0,0.0,2.16,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-06 00:00:00,0.0,5205,0,11.62,0,0.0,0.0,2.23,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-06 00:00:00,0.0,2436,0,4.88,0,0.0,0.0,2.0,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-06 00:00:00,0.0,1855,0,3.41,0,0.0,0.0,1.84,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-06 00:00:00,0.0,1814,0,3.16,0,0.0,0.0,1.74,0.0,Nacoes Shopping,NS
NONE,2025-10-07 00:00:00,0.0,2,0,0.02,0,0.0,0.0,10.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-07 00:00:00,0.0,6307,0,13.99,0,0.0,0.0,2.22,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-07 00:00:00,0.0,4883,0,12.13,0,0.0,0.0,2.48,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-07 00:00:00,0.0,2351,0,5.25,0,0.0,0.0,2.23,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-07 00:00:00,0.0,1744,0,3.02,0,0.0,0.0,1.73,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-07 00:00:00,0.0,1781,0,3.6,0,0.0,0.0,2.02,0.0,Nacoes Shopping,NS
NONE,2025-10-08 00:00:00,0.0,1,0,0.0,0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-08 00:00:00,0.0,6038,0,14.31,0,0.0,0.0,2.37,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-08 00:00:00,0.0,4600,0,11.88,0,0.0,0.0,2.58,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-08 00:00:00,0.0,2081,0,4.64,0,0.0,0.0,2.23,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-08 00:00:00,0.0,1547,0,3.27,0,0.0,0.0,2.11,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-08 00:00:00,0.0,1728,0,3.19,0,0.0,0.0,1.85,0.0,Nacoes Shopping,NS
NONE,2025-10-09 00:00:00,0.0,0,0,0.01,0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-09 00:00:00,0.0,6264,0,14.58,0,0.0,0.0,2.33,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-09 00:00:00,0.0,4280,0,11.02,0,0.0,0.0,2.57,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-09 00:00:00,0.0,2163,0,4.87,0,0.0,0.0,2.25,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-09 00:00:00,0.0,1534,0,3.27,0,0.0,0.0,2.13,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-09 00:00:00,0.0,1725,0,3.01,0,0.0,0.0,1.74,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-10 00:00:00,0.0,7290,0,15.88,0,0.0,0.0,2.18,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-10 00:00:00,0.0,4536,0,10.14,0,0.0,0.0,2.24,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-10 00:00:00,0.0,2285,0,5.26,0,0.0,0.0,2.3,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-10 00:00:00,0.0,1682,0,3.13,0,0.0,0.0,1.86,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-10 00:00:00,0.0,1773,0,3.17,0,0.0,0.0,1.79,0.0,Nacoes Shopping,NS
NONE,2025-10-11 00:00:00,0.0,3,0,0.03,0,0.0,0.0,10.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-11 00:00:00,0.0,7148,0,14.86,0,0.0,0.0,2.08,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-11 00:00:00,0.0,4209,0,9.03,0,0.0,0.0,2.15,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-11 00:00:00,0.0,2420,0,4.81,0,0.0,0.0,1.99,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-11 00:00:00,0.0,1686,0,3.06,0,0.0,0.0,1.81,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-11 00:00:00,0.0,1635,0,2.93,0,0.0,0.0,1.79,0.0,Nacoes Shopping,NS
NONE,2025-10-12 00:00:00,0.0,1,0,0.0,0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-12 00:00:00,0.0,7272,0,14.16,0,0.0,0.0,1.95,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-12 00:00:00,0.0,4762,0,10.1,0,0.0,0.0,2.12,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-12 00:00:00,0.0,2518,0,4.89,0,0.0,0.0,1.94,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-12 00:00:00,0.0,1616,0,3.16,0,0.0,0.0,1.96,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-12 00:00:00,0.0,1467,0,2.55,0,0.0,0.0,1.74,0.0,Nacoes Shopping,NS
NONE,2025-10-13 00:00:00,0.0,1,0,0.01,0,0.0,0.0,10.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-13 00:00:00,0.0,6617,0,13.58,0,0.0,0.0,2.05,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-13 00:00:00,0.0,4500,0,10.23,0,0.0,0.0,2.27,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-13 00:00:00,0.0,2207,0,4.62,0,0.0,0.0,2.09,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-13 00:00:00,0.0,1470,0,2.73,0,0.0,0.0,1.86,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-13 00:00:00,0.0,1379,0,2.81,0,0.0,0.0,2.04,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-14 00:00:00,0.0,6136,0,13.47,0,0.0,0.0,2.2,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-14 00:00:00,0.0,4258,0,9.98,0,0.0,0.0,2.34,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-14 00:00:00,0.0,2060,0,4.64,0,0.0,0.0,2.25,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-14 00:00:00,0.0,1376,0,3.02,0,0.0,0.0,2.19,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-14 00:00:00,0.0,1406,0,2.83,0,0.0,0.0,2.01,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-15 00:00:00,0.0,5342,0,12.05,0,0.0,0.0,2.26,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-15 00:00:00,0.0,3876,0,10.16,0,0.0,0.0,2.62,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-15 00:00:00,0.0,1930,0,4.67,0,0.0,0.0,2.42,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-15 00:00:00,0.0,1337,0,2.84,0,0.0,0.0,2.12,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-15 00:00:00,0.0,1437,0,2.98,0,0.0,0.0,2.07,0.0,Nacoes Shopping,NS
NONE,2025-10-16 00:00:00,0.0,0,0,0.02,0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-16 00:00:00,0.0,5312,0,12.2,0,0.0,0.0,2.3,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-16 00:00:00,0.0,3943,0,10.06,0,0.0,0.0,2.55,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-16 00:00:00,0.0,2006,0,5.13,0,0.0,0.0,2.56,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-16 00:00:00,0.0,1317,0,2.92,0,0.0,0.0,2.22,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-16 00:00:00,0.0,1337,0,2.81,0,0.0,0.0,2.1,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-17 00:00:00,0.0,6037,0,13.98,0,0.0,0.0,2.32,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-17 00:00:00,0.0,3549,0,8.4,0,0.0,0.0,2.37,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-17 00:00:00,0.0,1981,0,4.67,0,0.0,0.0,2.36,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-17 00:00:00,0.0,1448,0,3.1,0,0.0,0.0,2.14,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-17 00:00:00,0.0,1629,0,3.44,0,0.0,0.0,2.11,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-18 00:00:00,0.0,6130,0,12.85,0,0.0,0.0,2.1,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-18 00:00:00,0.0,3565,0,8.38,0,0.0,0.0,2.35,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-18 00:00:00,0.0,1904,0,3.89,0,0.0,0.0,2.04,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-18 00:00:00,0.0,1468,0,3.15,0,0.0,0.0,2.15,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-18 00:00:00,0.0,1449,0,2.67,0,0.0,0.0,1.84,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-19 00:00:00,0.0,5493,0,11.29,0,0.0,0.0,2.06,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-19 00:00:00,0.0,3719,0,8.42,0,0.0,0.0,2.26,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-19 00:00:00,0.0,2015,0,4.48,0,0.0,0.0,2.22,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-19 00:00:00,0.0,1389,0,2.92,0,0.0,0.0,2.1,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-19 00:00:00,0.0,1181,0,2.24,0,0.0,0.0,1.9,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-20 00:00:00,0.0,5008,0,11.19,0,0.0,0.0,2.23,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-20 00:00:00,0.0,3477,0,8.12,0,0.0,0.0,2.34,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-20 00:00:00,0.0,1791,0,3.97,0,0.0,0.0,2.22,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-20 00:00:00,0.0,1269,0,2.71,0,0.0,0.0,2.14,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-20 00:00:00,0.0,1192,0,2.55,0,0.0,0.0,2.14,0.0,Nacoes Shopping,NS
NONE,2025-10-21 00:00:00,0.0,0,0,0.01,0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-21 00:00:00,0.0,4360,0,10.75,0,0.0,0.0,2.47,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-21 00:00:00,0.0,3082,0,7.87,0,0.0,0.0,2.55,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-21 00:00:00,0.0,1483,0,3.81,0,0.0,0.0,2.57,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-21 00:00:00,0.0,1029,0,2.28,0,0.0,0.0,2.22,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-21 00:00:00,0.0,1085,0,2.46,0,0.0,0.0,2.27,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-22 00:00:00,0.0,3594,0,9.15,0,0.0,0.0,2.55,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-22 00:00:00,0.0,2564,0,6.56,0,0.0,0.0,2.56,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-22 00:00:00,0.0,1453,0,4.24,0,0.0,0.0,2.92,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-22 00:00:00,0.0,1015,0,2.5,0,0.0,0.0,2.46,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-22 00:00:00,0.0,1096,0,2.79,0,0.0,0.0,2.55,0.0,Nacoes Shopping,NS
NONE,2025-10-23 00:00:00,0.0,0,0,0.01,0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-23 00:00:00,0.0,3587,0,8.77,0,0.0,0.0,2.44,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-23 00:00:00,0.0,2165,0,5.99,0,0.0,0.0,2.77,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-23 00:00:00,0.0,1227,0,3.31,0,0.0,0.0,2.7,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-23 00:00:00,0.0,982,0,2.48,0,0.0,0.0,2.53,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-23 00:00:00,0.0,1034,0,2.39,0,0.0,0.0,2.31,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-24 00:00:00,0.0,2276,0,5.04,0,0.0,0.0,2.21,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-24 00:00:00,0.0,1405,0,3.08,0,0.0,0.0,2.19,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-24 00:00:00,0.0,821,0,1.93,0,0.0,0.0,2.35,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-24 00:00:00,0.0,662,0,1.76,0,0.0,0.0,2.66,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-24 00:00:00,0.0,746,0,2.12,0,0.0,0.0,2.84,0.0,Nacoes Shopping,NS
NONE,2025-10-25 00:00:00,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-25 00:00:00,0.0,1680,0,3.31,0,0.0,0.0,1.97,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-25 00:00:00,0.0,960,0,2.24,0,0.0,0.0,2.33,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-25 00:00:00,0.0,506,0,1.29,0,0.0,0.0,2.55,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-25 00:00:00,0.0,400,0,0.8,0,0.0,0.0,2.0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-25 00:00:00,0.0,459,0,1.2,0,0.0,0.0,2.61,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-26 00:00:00,0.0,321,0,0.59,0,0.0,0.0,1.84,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-26 00:00:00,0.0,199,0,0.35,0,0.0,0.0,1.76,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-26 00:00:00,0.0,124,0,0.2,0,0.0,0.0,1.61,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-26 00:00:00,0.0,80,0,0.17,0,0.0,0.0,2.13,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-26 00:00:00,0.0,101,0,0.32,0,0.0,0.0,3.17,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-27 00:00:00,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-30 00:00:00,5.48,4543,2,10.95,0,0.0,0.04,2.41,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-30 00:00:00,0.0,2357,0,7.03,0,0.0,0.0,2.98,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-30 00:00:00,0.0,1845,0,5.97,0,0.0,0.0,3.24,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-30 00:00:00,5.46,1818,1,5.46,0,0.0,0.06,3.0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-30 00:00:00,4.79,2692,2,9.57,0,0.0,0.07,3.55,0.0,Nacoes Shopping,NS
AGE_18_24,2025-10-31 00:00:00,9.74,10274,3,29.23,0,0.0,0.03,2.85,0.0,Nacoes Shopping,NS
AGE_25_34,2025-10-31 00:00:00,6.77,5905,3,20.32,0,0.0,0.05,3.44,0.0,Nacoes Shopping,NS
AGE_35_44,2025-10-31 00:00:00,0.0,3535,0,10.67,0,0.0,0.0,3.02,0.0,Nacoes Shopping,NS
AGE_45_54,2025-10-31 00:00:00,4.05,2803,2,8.1,0,0.0,0.07,2.89,0.0,Nacoes Shopping,NS
AGE_55_100,2025-10-31 00:00:00,9.32,3101,1,9.32,0,0.0,0.03,3.01,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-01 00:00:00,6.54,10958,4,26.14,0,0.0,0.04,2.39,0.0,Nacoes Shopping,NS
AGE_25_34,2025-11-01 00:00:00,5.27,7695,4,21.09,0,0.0,0.05,2.74,0.0,Nacoes Shopping,NS
AGE_35_44,2025-11-01 00:00:00,3.71,4329,3,11.13,0,0.0,0.07,2.57,0.0,Nacoes Shopping,NS
AGE_45_54,2025-11-01 00:00:00,7.82,2962,1,7.82,0,0.0,0.03,2.64,0.0,Nacoes Shopping,NS
AGE_55_100,2025-11-01 00:00:00,2.7,3039,3,8.1,0,0.0,0.1,2.67,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-02 00:00:00,2.24,9374,9,20.18,0,0.0,0.1,2.15,0.0,Nacoes Shopping,NS
AGE_25_34,2025-11-02 00:00:00,2.99,7313,6,17.95,0,0.0,0.08,2.45,0.0,Nacoes Shopping,NS
AGE_35_44,2025-11-02 00:00:00,0.0,4473,0,12.53,0,0.0,0.0,2.8,0.0,Nacoes Shopping,NS
AGE_45_54,2025-11-02 00:00:00,2.07,3210,4,8.28,0,0.0,0.12,2.58,0.0,Nacoes Shopping,NS
AGE_55_100,2025-11-02 00:00:00,4.94,3391,2,9.87,0,0.0,0.06,2.91,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-03 00:00:00,4.84,8135,4,19.34,0,0.0,0.05,2.38,0.0,Nacoes Shopping,NS
AGE_25_34,2025-11-03 00:00:00,17.49,7061,1,17.49,0,0.0,0.01,2.48,0.0,Nacoes Shopping,NS
AGE_35_44,2025-11-03 00:00:00,13.83,4376,1,13.83,0,0.0,0.02,3.16,0.0,Nacoes Shopping,NS
AGE_45_54,2025-11-03 00:00:00,0.0,3060,0,7.77,0,0.0,0.0,2.54,0.0,Nacoes Shopping,NS
AGE_55_100,2025-11-03 00:00:00,9.1,3139,1,9.1,0,0.0,0.03,2.9,0.0,Nacoes Shopping,NS
NONE,2025-11-04 00:00:00,0.0,0,0,0.01,0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-04 00:00:00,10.97,9136,2,21.93,0,0.0,0.02,2.4,0.0,Nacoes Shopping,NS
AGE_25_34,2025-11-04 00:00:00,4.87,7625,4,19.47,0,0.0,0.05,2.55,0.0,Nacoes Shopping,NS
AGE_35_44,2025-11-04 00:00:00,5.94,4381,2,11.87,0,0.0,0.05,2.71,0.0,Nacoes Shopping,NS
AGE_45_54,2025-11-04 00:00:00,0.0,2774,0,7.21,0,0.0,0.0,2.6,0.0,Nacoes Shopping,NS
AGE_55_100,2025-11-04 00:00:00,4.41,2941,2,8.82,0,0.0,0.07,3.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-05 00:00:00,5.5,8626,4,21.99,0,0.0,0.05,2.55,0.0,Nacoes Shopping,NS
AGE_25_34,2025-11-05 00:00:00,3.86,7194,5,19.3,0,0.0,0.07,2.68,0.0,Nacoes Shopping,NS
AGE_35_44,2025-11-05 00:00:00,2.12,3807,5,10.58,0,0.0,0.13,2.78,0.0,Nacoes Shopping,NS
AGE_45_54,2025-11-05 00:00:00,7.07,2574,1,7.07,0,0.0,0.04,2.75,0.0,Nacoes Shopping,NS
AGE_55_100,2025-11-05 00:00:00,8.89,3034,1,8.89,0,0.0,0.03,2.93,0.0,Nacoes Shopping,NS
NONE,2025-11-06 00:00:00,0.0,0,0,0.01,0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-06 00:00:00,3.41,8080,6,20.44,0,0.0,0.07,2.53,0.0,Nacoes Shopping,NS
AGE_25_34,2025-11-06 00:00:00,17.69,5915,1,17.69,0,0.0,0.02,2.99,0.0,Nacoes Shopping,NS
AGE_35_44,2025-11-06 00:00:00,5.49,3377,2,10.98,0,0.0,0.06,3.25,0.0,Nacoes Shopping,NS
AGE_45_54,2025-11-06 00:00:00,7.52,2566,1,7.52,0,0.0,0.04,2.93,0.0,Nacoes Shopping,NS
